Query ID,Best ID,Search DB,,
ASV_233,No match,COI FULL DATABASE (includes records without species designation),,
ASV_234,No match,COI FULL DATABASE (includes records without species designation),,
ASV_235,Dermaptera,COI FULL DATABASE (includes records without species designation),99.3,85.76
ASV_236,Orthoptera,COI FULL DATABASE (includes records without species designation),97.14,87.7
ASV_237,No match,COI FULL DATABASE (includes records without species designation),,
ASV_238,Dermaptera,COI FULL DATABASE (includes records without species designation),97.89,85.76
ASV_239,No match,COI FULL DATABASE (includes records without species designation),,
ASV_240,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),100,90.95
ASV_241,No match,COI FULL DATABASE (includes records without species designation),,
ASV_242,No match,COI FULL DATABASE (includes records without species designation),,
ASV_243,Scholastes lonchifer,COI FULL DATABASE (includes records without species designation),99.34,87.94
ASV_244,No match,COI FULL DATABASE (includes records without species designation),,
ASV_245,Bradysia ocellaris,COI FULL DATABASE (includes records without species designation),100,94.61
ASV_246,Dermaptera,COI FULL DATABASE (includes records without species designation),98.6,85.11
ASV_247,No match,COI FULL DATABASE (includes records without species designation),,
ASV_248,No match,COI FULL DATABASE (includes records without species designation),,
ASV_249,No match,COI FULL DATABASE (includes records without species designation),,
ASV_250,No match,COI FULL DATABASE (includes records without species designation),,
ASV_251,Smeringopus pallidus,COI FULL DATABASE (includes records without species designation),100,81.55
ASV_252,Dermaptera,COI FULL DATABASE (includes records without species designation),97.19,85.44
ASV_253,Scytodes longipes,COI FULL DATABASE (includes records without species designation),98.06,84.79
ASV_254,No match,COI FULL DATABASE (includes records without species designation),,
ASV_255,No match,COI FULL DATABASE (includes records without species designation),,
ASV_256,No match,COI FULL DATABASE (includes records without species designation),,
ASV_257,Diptera,COI FULL DATABASE (includes records without species designation),100,99.68
ASV_258,Neoscona theisi,COI FULL DATABASE (includes records without species designation),99.63,96.76
ASV_259,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),100,90.83
ASV_260,Dermaptera,COI FULL DATABASE (includes records without species designation),98.6,85.11
ASV_261,No match,COI FULL DATABASE (includes records without species designation),,
ASV_262,No match,COI FULL DATABASE (includes records without species designation),,
ASV_263,No match,COI FULL DATABASE (includes records without species designation),,
ASV_264,Araneae,COI FULL DATABASE (includes records without species designation),99.33,85.52
ASV_265,No match,COI FULL DATABASE (includes records without species designation),,
ASV_266,No match,COI FULL DATABASE (includes records without species designation),,
ASV_267,No match,COI FULL DATABASE (includes records without species designation),,
ASV_268,No match,COI FULL DATABASE (includes records without species designation),,
ASV_269,No match,COI FULL DATABASE (includes records without species designation),,
ASV_270,No match,COI FULL DATABASE (includes records without species designation),,
ASV_271,Lepidodactylus lugubris,COI FULL DATABASE (includes records without species designation),100,81.25
ASV_272,No match,COI FULL DATABASE (includes records without species designation),,
ASV_273,No match,COI FULL DATABASE (includes records without species designation),,
ASV_274,No match,COI FULL DATABASE (includes records without species designation),,
ASV_275,No match,COI FULL DATABASE (includes records without species designation),,
ASV_276,Dermaptera,COI FULL DATABASE (includes records without species designation),99.3,85.44
ASV_277,Dermaptera,COI FULL DATABASE (includes records without species designation),97.54,85.76
ASV_278,No match,COI FULL DATABASE (includes records without species designation),,
ASV_279,No match,COI FULL DATABASE (includes records without species designation),,
ASV_280,No match,COI FULL DATABASE (includes records without species designation),,
ASV_281,No match,COI FULL DATABASE (includes records without species designation),,
ASV_282,Dermaptera,COI FULL DATABASE (includes records without species designation),99.3,85.44
ASV_283,No match,COI FULL DATABASE (includes records without species designation),,
ASV_284,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),99.38,90.2
ASV_285,No match,COI FULL DATABASE (includes records without species designation),,
ASV_286,2012,COI FULL DATABASE (includes records without species designation),99.68,90.29
ASV_287,No match,COI FULL DATABASE (includes records without species designation),,
ASV_288,Dermaptera,COI FULL DATABASE (includes records without species designation),98.6,86.08
ASV_289,Dermaptera,COI FULL DATABASE (includes records without species designation),99.3,85.44
ASV_290,Dermaptera,COI FULL DATABASE (includes records without species designation),97.54,85.44
ASV_291,No match,COI FULL DATABASE (includes records without species designation),,
ASV_292,No match,COI FULL DATABASE (includes records without species designation),,
ASV_293,Orthoptera,COI FULL DATABASE (includes records without species designation),100,86.08
ASV_294,Nylanderia vividula,COI FULL DATABASE (includes records without species designation),100,91.45
ASV_295,No match,COI FULL DATABASE (includes records without species designation),,
ASV_296,No match,COI FULL DATABASE (includes records without species designation),,
ASV_297,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),100,90.59
ASV_298,Diptera,COI FULL DATABASE (includes records without species designation),97.41,93.33
ASV_299,Basidiomycota Insecta ,COI FULL DATABASE (includes records without species designation),100,77.12
ASV_300,No match,COI FULL DATABASE (includes records without species designation),,
