Query ID,Best ID,Search DB,,
Zotu155,Dermaptera,COI FULL DATABASE (includes records without species designation),97.18,85.39
Zotu156,No match,COI FULL DATABASE (includes records without species designation),,
Zotu157,No match,COI FULL DATABASE (includes records without species designation),,
Zotu158,No match,COI FULL DATABASE (includes records without species designation),,
Zotu159,No match,COI FULL DATABASE (includes records without species designation),,
Zotu160,No match,COI FULL DATABASE (includes records without species designation),,
Zotu161,Agonoxena argaula,COI FULL DATABASE (includes records without species designation),100,89.32
Zotu162,No match,COI FULL DATABASE (includes records without species designation),,
Zotu163,No match,COI FULL DATABASE (includes records without species designation),,
Zotu164,Orthoptera,COI FULL DATABASE (includes records without species designation),98.06,86.08
Zotu165,Pycnoscelus surinamensis,COI FULL DATABASE (includes records without species designation),100,86.08
Zotu166,Hemiptera,COI FULL DATABASE (includes records without species designation),98.6,85.37
Zotu167,No match,COI FULL DATABASE (includes records without species designation),,
Zotu168,No match,COI FULL DATABASE (includes records without species designation),,
Zotu169,No match,COI FULL DATABASE (includes records without species designation),,
Zotu170,No match,COI FULL DATABASE (includes records without species designation),,
Zotu171,No match,COI FULL DATABASE (includes records without species designation),,
Zotu172,No match,COI FULL DATABASE (includes records without species designation),,
Zotu173,No match,COI FULL DATABASE (includes records without species designation),,
Zotu174,No match,COI FULL DATABASE (includes records without species designation),,
Zotu175,No match,COI FULL DATABASE (includes records without species designation),,
Zotu176,Dermaptera,COI FULL DATABASE (includes records without species designation),98.95,85.76
Zotu177,No match,COI FULL DATABASE (includes records without species designation),,
Zotu178,No match,COI FULL DATABASE (includes records without species designation),,
Zotu179,No match,COI FULL DATABASE (includes records without species designation),,
Zotu180,Dermaptera,COI FULL DATABASE (includes records without species designation),97.19,85.44
Zotu181,No match,COI FULL DATABASE (includes records without species designation),,
Zotu182,No match,COI FULL DATABASE (includes records without species designation),,
Zotu183,No match,COI FULL DATABASE (includes records without species designation),,
Zotu184,No match,COI FULL DATABASE (includes records without species designation),,
Zotu185,No match,COI FULL DATABASE (includes records without species designation),,
Zotu186,No match,COI FULL DATABASE (includes records without species designation),,
Zotu187,No match,COI FULL DATABASE (includes records without species designation),,
Zotu188,No match,COI FULL DATABASE (includes records without species designation),,
Zotu189,No match,COI FULL DATABASE (includes records without species designation),,
Zotu190,Orthoptera,COI FULL DATABASE (includes records without species designation),98.06,85.44
Zotu191,No match,COI FULL DATABASE (includes records without species designation),,
Zotu192,Dermaptera,COI FULL DATABASE (includes records without species designation),97.19,85.76
Zotu193,No match,COI FULL DATABASE (includes records without species designation),,
Zotu194,No match,COI FULL DATABASE (includes records without species designation),,
Zotu195,No match,COI FULL DATABASE (includes records without species designation),,
Zotu196,No match,COI FULL DATABASE (includes records without species designation),,
Zotu197,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),98.77,90.8
Zotu198,No match,COI FULL DATABASE (includes records without species designation),,
Zotu199,Siphunculina striolata,COI FULL DATABASE (includes records without species designation),100,91.59
Zotu200,No match,COI FULL DATABASE (includes records without species designation),,
