"","node_id","original_name","node_level","network_id","taxonomy_id","created_at","updated_at","taxonomy.id","taxonomy.name","taxonomy.ncbi","taxonomy.tsn","taxonomy.eol","taxonomy.bold","taxonomy.gbif","taxonomy.col","taxonomy.rank","taxonomy.created_at","taxonomy.updated_at","taxonomy"
"20",24816,"Dendroides bicolor larvae","taxon",1495,6025,"2019-03-06T16:47:22.495Z","2019-03-06T16:47:22.495Z",6025,"Dendroides bicolor",NA,NA,13809496,NA,NA,NA,NA,"2019-03-06T16:46:10.329Z","2019-06-14T15:27:14.575Z",NA
"21",24818,"Orthostethus infuscatus larvae","taxon",1495,6027,"2019-03-06T16:47:22.549Z","2019-03-06T16:47:22.549Z",6027,"Orthostethus infuscatus",NA,NA,19664436,659822,6986678,NA,NA,"2019-03-06T16:46:10.436Z","2019-06-14T15:27:14.632Z",NA
"22",24819,"Deltometopus amoenicornis larvae","taxon",1495,6028,"2019-03-06T16:47:22.686Z","2019-03-06T16:47:22.686Z",6028,"Deltometopus amoenicornis",1770687,NA,3739257,490408,7880814,NA,NA,"2019-03-06T16:46:10.488Z","2019-06-14T15:27:14.685Z",NA
"23",24820,"Alaus oculatus larvae","taxon",1495,5985,"2019-03-06T16:47:22.714Z","2019-03-06T16:47:22.714Z",5985,"Alaus oculatus",374458,113881,1173706,217271,1162072,"d3673a4541e61db6910232d079870823","species","2019-03-06T16:46:06.650Z","2019-06-14T15:27:12.649Z",NA
"24",24821,"Elaterinae larvae (undet.)","taxon",1495,6029,"2019-03-06T16:47:22.741Z","2019-03-06T16:47:22.741Z",6029,"Elaterinae",116139,678561,52391816,160625,NA,NA,NA,"2019-03-06T16:46:10.542Z","2019-06-14T15:27:14.739Z",NA
"25",24822,"Rhysodes americanus","taxon",1495,6030,"2019-03-06T16:47:22.766Z","2019-03-06T16:47:22.766Z",6030,"Omoglymmius americanus",NA,717303,51515226,377121,NA,"265730707236bd68fab55e531ac92aad","species","2019-03-06T16:46:10.593Z","2019-06-14T15:27:14.798Z",NA
"26",24823,"Brontes dubius larvae","taxon",1495,5974,"2019-03-06T16:47:22.803Z","2019-03-06T16:47:22.803Z",5974,"Uleiota dubius",484790,706092,1175054,751049,1043809,"6a86ffa5c69f402b06b11ccd22af0971","species","2019-03-06T16:46:06.048Z","2019-06-14T15:27:11.909Z",NA
"27",24824,"Megalodacne fasciata","taxon",1495,5988,"2019-03-06T16:47:22.833Z","2019-03-06T16:47:22.833Z",5988,"Megalodacne fasciata",245936,697046,1175112,211128,1042594,"cf6d35546a7769f9801f2a901ffb8ccd","species","2019-03-06T16:46:06.788Z","2019-06-14T15:27:12.841Z",NA
"28",24825,"Triplax thoracica","taxon",1495,6031,"2019-03-06T16:47:22.862Z","2019-03-06T16:47:22.862Z",6031,"Triplax thoracica",245939,697062,1175273,312933,1042651,"c6dfa2795d2e91be506fa3980eb0c413","species","2019-03-06T16:46:10.641Z","2019-06-14T15:27:14.855Z",NA
"29",24826,"mycetyphagid (undet.)","taxon",1495,6032,"2019-03-06T16:47:22.895Z","2019-03-06T16:47:22.895Z",6032,"Mycetophagidae",219427,114376,401,83960,NA,"8520c67fa92a912736dbe2efb9bd45ea","family","2019-03-06T16:46:10.698Z","2019-06-14T15:27:14.905Z",NA
"30",24827,"Hymenorus sp.","taxon",1495,6033,"2019-03-06T16:47:22.924Z","2019-03-06T16:47:22.924Z",6033,"Hymenorus",1272215,NA,3277621,381918,NA,"36827a53702c7489aa85c95161e230b4","genus","2019-03-06T16:46:10.749Z","2019-06-14T15:27:14.958Z",NA
"31",24828,"Platydema subcostatum","taxon",1495,6034,"2019-03-06T16:47:22.951Z","2019-03-06T16:47:22.951Z",6034,"Platydema subcostatum",NA,NA,8921587,381906,NA,NA,NA,"2019-03-06T16:46:10.801Z","2019-06-14T15:27:15.010Z",NA
"32",24829,"P. ruficorne","taxon",1495,6035,"2019-03-06T16:47:22.985Z","2019-03-06T16:47:22.985Z",6035,"Platydema ruficorne",NA,NA,3274415,381907,7355809,NA,NA,"2019-03-06T16:46:10.855Z","2019-06-14T15:27:15.074Z",NA
"33",24831,"Uloma imberbis","taxon",1495,6037,"2019-03-06T16:47:23.048Z","2019-03-06T16:47:23.048Z",6037,"Uloma imberbis",NA,NA,49098073,352826,9659600,NA,NA,"2019-03-06T16:46:10.967Z","2019-06-14T15:27:15.128Z",NA
"34",24832,"Dioedus punctatus","taxon",1495,6038,"2019-03-06T16:47:23.075Z","2019-03-06T16:47:23.075Z",6038,"Dioedus punctatus",NA,NA,3275684,384562,7751602,NA,NA,"2019-03-06T16:46:11.018Z","2019-06-14T15:27:15.181Z",NA
"35",24834,"Xylopinus saperdoides","taxon",1495,6040,"2019-03-06T16:47:23.129Z","2019-03-06T16:47:23.129Z",6040,"Xylopinus saperdoides",1303963,NA,3280487,381955,7808176,NA,NA,"2019-03-06T16:46:11.123Z","2019-06-14T15:27:15.239Z",NA
"36",24836,"Meracantha contracta larvae","taxon",1495,6042,"2019-03-06T16:47:23.183Z","2019-03-06T16:47:23.183Z",6042,"Meracantha contracta",NA,NA,3672809,381914,7544961,NA,NA,"2019-03-06T16:46:11.235Z","2019-06-14T15:27:15.290Z",NA
"37",24837,"Strongylium crenatum larvae","taxon",1495,6043,"2019-03-06T16:47:23.215Z","2019-03-06T16:47:23.215Z",6043,"Strongylium crenatum",NA,NA,NA,383855,NA,NA,NA,"2019-03-06T16:46:11.299Z","2019-03-06T16:46:11.299Z",NA
"38",24838,"Synchroa punctata larvae","taxon",1495,6044,"2019-03-06T16:47:23.245Z","2019-03-06T16:47:23.245Z",6044,"Synchroa punctata",1605677,708556,1041831,467601,1045153,"b2ce5ee49a21fcac64d2e41fc23bb02d","species","2019-03-06T16:46:11.353Z","2019-06-14T15:27:15.390Z",NA
"39",24839,"Platycerus quercus","taxon",1495,6045,"2019-03-06T16:47:23.283Z","2019-03-06T16:47:23.283Z",6045,"Platycerus quercus",2083677,NA,19664456,769549,8982464,"312967d93da01b14c9a56b14347cc2f2","species","2019-03-06T16:46:11.404Z","2019-06-14T15:27:15.446Z",NA
"40",24840,"Ceruchus piceus","taxon",1495,6046,"2019-03-06T16:47:23.310Z","2019-03-06T16:47:23.310Z",6046,"Ceruchus piceus",617566,930074,3481384,379675,8148354,"076801634a19af2f9543286817386a67","species","2019-03-06T16:46:11.452Z","2019-06-14T15:27:15.509Z",NA
"41",24841,"Dorcus (brevis?)","taxon",1495,6047,"2019-03-06T16:47:23.339Z","2019-03-06T16:47:23.339Z",6047,"Dorcus",41106,115329,2867441,6137,NA,"8b3a7fe9c965b79e690a75f62a8d31f5","genus","2019-03-06T16:46:11.503Z","2019-06-14T15:27:15.562Z",NA
"42",24842,"Cloetus globosus","taxon",1495,6048,"2019-03-06T16:47:23.365Z","2019-03-06T16:47:23.365Z",6048,"Coelus globosus",458210,NA,52481126,168332,5791546,NA,NA,"2019-03-06T16:46:11.584Z","2019-06-14T15:27:15.615Z",NA
"43",24843,"Trichiotinus bidens larvae","taxon",1495,6049,"2019-03-06T16:47:23.394Z","2019-03-06T16:47:23.394Z",6049,"Trichiotinus bibens",1932077,929231,1027773,381867,1081830,"9765e0d7e2968d9bbdb3c30f7763e731","species","2019-03-06T16:46:11.631Z","2019-06-14T15:27:15.670Z",NA
"44",24844,"Phileurus valgus larvae","taxon",1495,6050,"2019-03-06T16:47:23.424Z","2019-03-06T16:47:23.424Z",6050,"Phileurus valgus",NA,929182,1015358,327164,1074390,"c6a0d9c783ed908bcf1124b19333de32","species","2019-03-06T16:46:11.706Z","2019-06-14T15:27:15.724Z",NA
"45",24845,"Passalus cornutus","taxon",1495,6051,"2019-03-06T16:47:23.462Z","2019-03-06T16:47:23.462Z",6051,"Odontotaenius disjunctus",295546,929878,2655197,25453,6992074,"09580330b9c84a84d0171f5f4c6a6f5a","species","2019-03-06T16:46:11.764Z","2019-06-14T15:27:15.777Z",NA
"46",24847,"Eupsalis minuta","taxon",1495,6053,"2019-03-06T16:47:23.526Z","2019-03-06T16:47:23.526Z",6053,"Arrenodes minutus",374460,904027,2665609,879396,7987363,"d88cda0a2b340d486a16ea3286390c3f","species","2019-03-06T16:46:11.866Z","2019-06-14T15:27:15.834Z",NA
"47",24848,"Scolecocampa liburna larvae","taxon",1495,6054,"2019-03-06T16:47:23.555Z","2019-03-06T16:47:23.555Z",6054,"Scolecocampa liburna",690226,940271,559944,21001,1765182,"2751b4367acdefe3312c56257d280660","species","2019-03-06T16:46:11.923Z","2019-06-14T15:27:15.886Z",NA
"48",24849,"Augochlora pura","taxon",1495,3349,"2019-03-06T16:47:23.582Z","2019-03-06T16:47:23.582Z",3349,"Augochlora pura",115077,754304,2742511,20494,1352791,"ec3406788848f88ec8f893c73d67dcd1","species","2019-02-22T00:33:53.764Z","2019-06-14T15:25:06.943Z",NA
"49",24850,"Camponotus herculeanus","taxon",1495,5996,"2019-03-06T16:47:23.608Z","2019-03-06T16:47:23.608Z",5996,"Camponotus herculeanus",36169,575995,472751,9012,1312773,"0e08069e0ce4edf92fd30e2ff4902b4d","species","2019-03-06T16:46:07.193Z","2019-06-14T15:27:13.216Z",NA
"50",24851,"Crematogaster lineolata","taxon",1495,5997,"2019-03-06T16:47:23.653Z","2019-03-06T16:47:23.653Z",5997,"Crematogaster lineolata",195111,579090,406940,22116,1325146,"e1bf53605a9618cbdbfcc96510e2e0c7","species","2019-03-06T16:46:07.241Z","2019-06-14T15:27:13.271Z",NA
"51",24852,"Leptothorax curvispinosus","taxon",1495,5998,"2019-03-06T16:47:23.684Z","2019-03-06T16:47:23.684Z",5998,"Leptothorax curvispinosus",300111,579502,482737,NA,1323842,"08981502051b3e7a9eb7d79dba1b471d","species","2019-03-06T16:46:07.338Z","2019-06-14T15:27:13.325Z",NA
"52",24853,"Ponera coarcta","taxon",1495,5999,"2019-03-06T16:47:23.708Z","2019-03-06T16:47:23.708Z",5999,"Ponera coarctata",219805,583949,486046,97492,5035388,"641dcc79013337405313f7e3f6ed0f4a","species","2019-03-06T16:46:07.388Z","2019-06-14T15:27:13.378Z",NA
"53",24854,"Proceratium croceum","taxon",1495,6000,"2019-03-06T16:47:23.732Z","2019-03-06T16:47:23.732Z",6000,"Proceratium croceum",NA,584034,620661,NA,1320556,"30db04828d452e833645972dba167f84","species","2019-03-06T16:46:07.433Z","2019-06-14T15:27:13.432Z",NA
"54",24855,"Pheidole sp.","taxon",1495,5545,"2019-03-06T16:47:23.757Z","2019-03-06T16:47:23.757Z",5545,"Pheidole",190769,154226,32986,2041,NA,"d83028cbb56787c62e5d96351093e3f3","genus","2019-03-01T18:22:26.676Z","2019-06-14T15:26:49.290Z",NA
"55",24856,"lumbricid (undet.)","taxon",1495,4737,"2019-03-06T16:47:23.787Z","2019-03-06T16:47:23.787Z",4737,"Lumbricidae",6392,69165,2564945,25193,NA,"4998e281e9963dbd391571a0f4d2c03a","family","2019-02-24T20:46:09.822Z","2019-06-14T15:26:03.910Z",NA
"56",24858,"Polygyra fallax","taxon",1495,6056,"2019-03-06T16:47:23.841Z","2019-03-06T16:47:23.841Z",6056,"Polygyra fallax",NA,NA,49789617,NA,NA,NA,NA,"2019-03-06T16:46:12.034Z","2019-06-14T15:27:15.940Z",NA
"57",24786,"fungi (red rot)","taxon",1495,NA,"2019-03-06T16:47:20.982Z","2019-03-06T16:47:20.982Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",24861,"Zonitoides arboreus","taxon",1495,6059,"2019-03-06T16:47:23.936Z","2019-03-06T16:47:23.936Z",6059,"Zonitoides arboreus",1389669,77291,396091,277721,2295425,"75e15fffe037878c861a8605c35c24ea","species","2019-03-06T16:46:12.204Z","2019-06-14T15:27:15.995Z",NA
"59",24862,"Euconulus chersinus","taxon",1495,6060,"2019-03-06T16:47:23.964Z","2019-03-06T16:47:23.964Z",6060,"Euconulus chersinus",2498203,77322,2566343,319469,4304724,NA,NA,"2019-03-06T16:46:12.258Z","2019-06-14T13:31:22.235Z",NA
"60",24863,"Retinella indentata","taxon",1495,6061,"2019-03-06T16:47:23.990Z","2019-03-06T16:47:23.990Z",6061,"Retinella indentata",NA,NA,49791741,NA,NA,NA,NA,"2019-03-06T16:46:12.315Z","2019-06-14T15:27:16.092Z",NA
"61",24865,"Cambala annulata","taxon",1495,6063,"2019-03-06T16:47:24.047Z","2019-03-06T16:47:24.047Z",6063,"Cambala annulata",1348319,569929,51547596,NA,1024072,"71148f62a682d11e34c9a2fb3490563c","species","2019-03-06T16:46:12.419Z","2019-06-14T15:27:16.145Z",NA
"62",24867,"Polydesmus serratus","taxon",1495,6065,"2019-03-06T16:47:24.100Z","2019-03-06T16:47:24.100Z",6065,"Polydesmus serratus",NA,571302,NA,NA,9291474,"2c298b4a72ac3a3ef99786610399a6bb","species","2019-03-06T16:46:12.516Z","2019-06-14T15:27:16.198Z",NA
"63",24869,"Scolopendra viridis","taxon",1495,6067,"2019-03-06T16:47:24.150Z","2019-03-06T16:47:24.150Z",6067,"Scolopendra viridis",118503,NA,309608,NA,5179627,"3334bec78e0f6b9352c323fd94903d03","species","2019-03-06T16:46:12.623Z","2019-06-14T15:27:16.254Z",NA
"64",24870,"Cryptops hyalina","taxon",1495,6068,"2019-03-06T16:47:24.173Z","2019-03-06T16:47:24.173Z",6068,"Cryptops leucopodus",2081518,NA,52223415,NA,5179182,"5f766959c581e7fa403a86acb83ce733","species","2019-03-06T16:46:12.674Z","2019-06-14T15:27:16.308Z",NA
"65",24871,"Otocryptops sexspinosus","taxon",1495,6069,"2019-03-06T16:47:24.200Z","2019-03-06T16:47:24.200Z",6069,"Otocryptops sexspinosus",NA,NA,19664483,NA,9075685,NA,NA,"2019-03-06T16:46:12.730Z","2019-06-14T15:27:16.362Z",NA
"66",24872,"Bothropolys multidentatus","taxon",1495,6070,"2019-03-06T16:47:24.236Z","2019-03-06T16:47:24.236Z",6070,"Bothropolys multidentatus",118455,1087588,309368,NA,2230848,"2afde186162000514a5042e550f254de","species","2019-03-06T16:46:12.779Z","2019-06-14T15:27:16.477Z",NA
"67",24796,"various larvae","taxon",1495,NA,"2019-03-06T16:47:21.541Z","2019-03-06T16:47:21.541Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",24808,"Canosoma crassus","taxon",1495,NA,"2019-03-06T16:47:22.133Z","2019-03-06T16:47:22.133Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",24789,"Neosmithurus clavatus","taxon",1495,NA,"2019-03-06T16:47:21.187Z","2019-03-06T16:47:21.187Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",24791,"Allothrombium pulvinus","taxon",1495,NA,"2019-03-06T16:47:21.248Z","2019-03-06T16:47:21.248Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",24793,"Schelorabates sp.","taxon",1495,NA,"2019-03-06T16:47:21.432Z","2019-03-06T16:47:21.432Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",24800,"Pseudolucanus capreole larvae","taxon",1495,NA,"2019-03-06T16:47:21.791Z","2019-03-06T16:47:21.791Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",24801,"Polymoecus brevipes larvae","taxon",1495,NA,"2019-03-06T16:47:21.824Z","2019-03-06T16:47:21.824Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",24802,"Derobrachus brunneus larvae","taxon",1495,NA,"2019-03-06T16:47:21.856Z","2019-03-06T16:47:21.856Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",24803,"microorganisms","taxon",1495,NA,"2019-03-06T16:47:21.883Z","2019-03-06T16:47:21.883Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",24809,"Staphylinus violacens","taxon",1495,NA,"2019-03-06T16:47:22.157Z","2019-03-06T16:47:22.157Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",24811,"Trachysectus confluentus","taxon",1495,NA,"2019-03-06T16:47:22.218Z","2019-03-06T16:47:22.218Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",24817,"Elater nigricollis larvae","taxon",1495,NA,"2019-03-06T16:47:22.525Z","2019-03-06T16:47:22.525Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",24830,"P. ruficolle","taxon",1495,NA,"2019-03-06T16:47:23.013Z","2019-03-06T16:47:23.013Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",24833,"Scotobates carcaratus larvae","taxon",1495,NA,"2019-03-06T16:47:23.102Z","2019-03-06T16:47:23.102Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",24835,"Alobates pennsylvanicus larvae","taxon",1495,NA,"2019-03-06T16:47:23.157Z","2019-03-06T16:47:23.157Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",24846,"Leptura proxima larvae","taxon",1495,NA,"2019-03-06T16:47:23.493Z","2019-03-06T16:47:23.493Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",24857,"Strobilops aena","taxon",1495,NA,"2019-03-06T16:47:23.816Z","2019-03-06T16:47:23.816Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",24859,"P. tridentata","taxon",1495,NA,"2019-03-06T16:47:23.879Z","2019-03-06T16:47:23.879Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",24860,"P. thyroideus","taxon",1495,NA,"2019-03-06T16:47:23.908Z","2019-03-06T16:47:23.908Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",24864,"Philomycus carolinensis","taxon",1495,NA,"2019-03-06T16:47:24.019Z","2019-03-06T16:47:24.019Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",24866,"Fontaria coriacea","taxon",1495,NA,"2019-03-06T16:47:24.075Z","2019-03-06T16:47:24.075Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",24868,"Spirostephon lactarium","taxon",1495,NA,"2019-03-06T16:47:24.125Z","2019-03-06T16:47:24.125Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",24873,"Chelanops dentatus","taxon",1495,NA,"2019-03-06T16:47:24.263Z","2019-03-06T16:47:24.263Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
