"","node_id","original_name","node_level","network_id","taxonomy_id","created_at","updated_at","taxonomy","taxonomy.id","taxonomy.name","taxonomy.ncbi","taxonomy.tsn","taxonomy.eol","taxonomy.bold","taxonomy.gbif","taxonomy.col","taxonomy.rank","taxonomy.created_at","taxonomy.updated_at"
"12",24752,"Lonchaea sp. larvae","taxon",1494,5975,"2019-03-06T16:47:02.621Z","2019-03-06T16:47:02.621Z",NA,5975,"Lonchaeidae",198645,142167,436,177374,NA,"caa0048cd6249df29a114ed3f8a82bc5","family","2019-03-06T16:46:06.095Z","2019-06-14T15:27:11.962Z"
"13",24753,"tachinid larvae","taxon",1494,2373,"2019-03-06T16:47:02.649Z","2019-03-06T16:47:02.649Z",NA,2373,"Tachinidae",27474,152643,9019,627,NA,"35048012dbfaad677040cf87eb8e5861","family","2019-02-21T22:24:49.318Z","2019-06-14T15:22:07.085Z"
"14",24755,"phloem (Quercus spp.)","taxon",1494,5977,"2019-03-06T16:47:02.708Z","2019-03-06T16:47:02.708Z",NA,5977,"Quercus",3511,19276,1151266,101009,NA,"576d098d770a39d09e2bcfa1c0896b26","genus","2019-03-06T16:46:06.210Z","2019-06-14T15:27:12.014Z"
"15",24756,"sapwood","taxon",1494,5977,"2019-03-06T16:47:02.753Z","2019-03-06T16:47:02.753Z",NA,5977,"Quercus",3511,19276,1151266,101009,NA,"576d098d770a39d09e2bcfa1c0896b26","genus","2019-03-06T16:46:06.210Z","2019-06-14T15:27:12.014Z"
"16",24757,"Chrysobothris femorata larvae","taxon",1494,5978,"2019-03-06T16:47:02.783Z","2019-03-06T16:47:02.783Z",NA,5978,"Chrysobothris femorata",374459,809275,3219863,155521,5878502,"c6c64ca0261f38b0a77c33fa90df641f","species","2019-03-06T16:46:06.265Z","2019-06-14T15:27:12.066Z"
"17",24759,"Parcoblatta sp.","taxon",1494,5979,"2019-03-06T16:47:02.841Z","2019-03-06T16:47:02.841Z",NA,5979,"Parcoblatta",37812,102418,63528,2323,NA,"7479d26ece158f402553ea406516a004","genus","2019-03-06T16:46:06.356Z","2019-06-14T15:27:12.121Z"
"18",24760,"Tachyta nana","taxon",1494,5980,"2019-03-06T16:47:02.871Z","2019-03-06T16:47:02.871Z",NA,5980,"Tachyta nana",931308,109678,1036285,282717,1035556,"95d1eef89ec4d50b31fcefd5dadcc8da","species","2019-03-06T16:46:06.404Z","2019-06-14T15:27:12.174Z"
"19",24762,"Thoracophorus costalis","taxon",1494,5982,"2019-03-06T16:47:02.924Z","2019-03-06T16:47:02.924Z",NA,5982,"Thoracophorus costalis",1542296,691886,1002898,594494,4989463,"a2f8e66a719956cef63b2495c0911c3e","species","2019-03-06T16:46:06.501Z","2019-06-14T15:27:12.487Z"
"20",24763,"Acritus exiguus","taxon",1494,5983,"2019-03-06T16:47:02.957Z","2019-03-06T16:47:02.957Z",NA,5983,"Acritus exiguus",NA,728882,1163008,489821,1044950,"ff82dee7b6bd45d559506887bbcac5f9","species","2019-03-06T16:46:06.548Z","2019-06-14T15:27:12.540Z"
"21",24764,"Chariessa pilosa","taxon",1494,5984,"2019-03-06T16:47:02.984Z","2019-03-06T16:47:02.984Z",NA,5984,"Chariessa pilosa",1410148,999438,3293471,491499,8032521,"3ab6c4f250b5947fc8e484d3efcbdd8b","species","2019-03-06T16:46:06.597Z","2019-06-14T15:27:12.595Z"
"22",24765,"Alaus oculatus larvae","taxon",1494,5985,"2019-03-06T16:47:03.024Z","2019-03-06T16:47:03.024Z",NA,5985,"Alaus oculatus",374458,113881,1173706,217271,1162072,"d3673a4541e61db6910232d079870823","species","2019-03-06T16:46:06.650Z","2019-06-14T15:27:12.649Z"
"23",24766,"Melanopus sp. larvae","taxon",1494,5986,"2019-03-06T16:47:03.060Z","2019-03-06T16:47:03.060Z",NA,5986,"Neocrepidodera melanopus",NA,NA,3287262,NA,4462180,NA,NA,"2019-03-06T16:46:06.693Z","2019-06-14T15:27:12.734Z"
"24",24767,"Agrilus sp. larvae","taxon",1494,5987,"2019-03-06T16:47:03.101Z","2019-03-06T16:47:03.101Z",NA,5987,"Agrilus",195164,188437,102431,25406,NA,"7ccb04231eb0453ece5ce592bb418ee1","genus","2019-03-06T16:46:06.745Z","2019-06-14T15:27:12.788Z"
"25",24768,"Megalodacne fasciata","taxon",1494,5988,"2019-03-06T16:47:03.132Z","2019-03-06T16:47:03.132Z",NA,5988,"Megalodacne fasciata",245936,697046,1175112,211128,1042594,"cf6d35546a7769f9801f2a901ffb8ccd","species","2019-03-06T16:46:06.788Z","2019-06-14T15:27:12.841Z"
"26",24769,"Xylotrechus colonus larvae","taxon",1494,5989,"2019-03-06T16:47:03.166Z","2019-03-06T16:47:03.166Z",NA,5989,"Xylotrechus colonus",1710448,187735,970109,155321,1159031,"73c90d955eaa92a56f69783cb1712fbe","species","2019-03-06T16:46:06.846Z","2019-06-14T15:27:12.897Z"
"27",24770,"Neoclytus scutellaris larvae","taxon",1494,5990,"2019-03-06T16:47:03.197Z","2019-03-06T16:47:03.197Z",NA,5990,"Neoclytus scutellaris",NA,703023,124093,NA,1137219,"f47dccc0928bd2fd7e3cc8004f45ca75","species","2019-03-06T16:46:06.889Z","2019-06-14T15:27:12.947Z"
"28",24771,"Graphisurus fasciatus larvae","taxon",1494,5991,"2019-03-06T16:47:03.232Z","2019-03-06T16:47:03.232Z",NA,5991,"Graphisurus fasciatus",1770691,NA,125507,355421,5003949,"3c9c816926787ac80ac3a47166c27565","species","2019-03-06T16:46:06.937Z","2019-06-14T15:27:12.998Z"
"29",24773,"Tremex columba larvae","taxon",1494,5993,"2019-03-06T16:47:03.321Z","2019-03-06T16:47:03.321Z",NA,5993,"Tremex columba",222809,152849,605524,81946,1358461,"4626ff346234c4469605843f9e84fb4b","species","2019-03-06T16:46:07.027Z","2019-06-14T15:27:13.054Z"
"30",24774,"Atanycolus simplex","taxon",1494,5994,"2019-03-06T16:47:03.402Z","2019-03-06T16:47:03.402Z",NA,5994,"Atanycolus simplex",694128,NA,3774263,302688,1272552,"4ae304cc3674bbd9ace9a182a90d8ebb","species","2019-03-06T16:46:07.089Z","2019-06-14T15:27:13.106Z"
"31",24775,"Sparhius floridanus","taxon",1494,5995,"2019-03-06T16:47:03.447Z","2019-03-06T16:47:03.447Z",NA,5995,"Spathius floridanus",468302,NA,12064553,166494,1259402,"7c5f0826579976797044a42029281ec9","species","2019-03-06T16:46:07.141Z","2019-06-14T15:27:13.155Z"
"32",24776,"Camponotus herculeanus","taxon",1494,5996,"2019-03-06T16:47:03.486Z","2019-03-06T16:47:03.486Z",NA,5996,"Camponotus herculeanus",36169,575995,472751,9012,1312773,"0e08069e0ce4edf92fd30e2ff4902b4d","species","2019-03-06T16:46:07.193Z","2019-06-14T15:27:13.216Z"
"33",24777,"Crematogaster lineolata","taxon",1494,5997,"2019-03-06T16:47:03.634Z","2019-03-06T16:47:03.634Z",NA,5997,"Crematogaster lineolata",195111,579090,406940,22116,1325146,"e1bf53605a9618cbdbfcc96510e2e0c7","species","2019-03-06T16:46:07.241Z","2019-06-14T15:27:13.271Z"
"34",24778,"Leptothorax curvispinosus","taxon",1494,5998,"2019-03-06T16:47:03.696Z","2019-03-06T16:47:03.696Z",NA,5998,"Leptothorax curvispinosus",300111,579502,482737,NA,1323842,"08981502051b3e7a9eb7d79dba1b471d","species","2019-03-06T16:46:07.338Z","2019-06-14T15:27:13.325Z"
"35",24779,"Ponera coarcta","taxon",1494,5999,"2019-03-06T16:47:03.727Z","2019-03-06T16:47:03.727Z",NA,5999,"Ponera coarctata",219805,583949,486046,97492,5035388,"641dcc79013337405313f7e3f6ed0f4a","species","2019-03-06T16:46:07.388Z","2019-06-14T15:27:13.378Z"
"36",24780,"Proceratium croceum","taxon",1494,6000,"2019-03-06T16:47:03.763Z","2019-03-06T16:47:03.763Z",NA,6000,"Proceratium croceum",NA,584034,620661,NA,1320556,"30db04828d452e833645972dba167f84","species","2019-03-06T16:46:07.433Z","2019-06-14T15:27:13.432Z"
"37",24782,"Geophilus varians","taxon",1494,6002,"2019-03-06T16:47:03.828Z","2019-03-06T16:47:03.828Z",NA,6002,"Geophilus varians",NA,NA,52430806,NA,5179812,"8360826f62f04366cef5ca03bf0d27a6","species","2019-03-06T16:46:07.526Z","2019-06-14T15:27:13.486Z"
"38",24783,"Chthonius spinosus","taxon",1494,6003,"2019-03-06T16:47:03.858Z","2019-03-06T16:47:03.858Z",NA,6003,"Chthonius spinosus",NA,735204,49788663,NA,6884249,"4ad3354895bc29b32e7947043025f18c","species","2019-03-06T16:46:07.579Z","2019-06-14T15:27:13.542Z"
"39",24784,"C. longipalpus","taxon",1494,6004,"2019-03-06T16:47:03.898Z","2019-03-06T16:47:03.898Z",NA,6004,"Chthonius longipalpus",NA,NA,49788662,NA,8771470,NA,NA,"2019-03-06T16:46:07.624Z","2019-06-14T15:27:13.599Z"
"40",24758,"various larvae (unspecified)","taxon",1494,NA,"2019-03-06T16:47:02.815Z","2019-03-06T16:47:02.815Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",24742,"Pseudistoma sensibilis","taxon",1494,NA,"2019-03-06T16:47:02.068Z","2019-03-06T16:47:02.068Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",24744,"Discopoma sp.","taxon",1494,NA,"2019-03-06T16:47:02.351Z","2019-03-06T16:47:02.351Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",24748,"Silvanus embellis","taxon",1494,NA,"2019-03-06T16:47:02.482Z","2019-03-06T16:47:02.482Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",24754,"Romaleum atomarium larvae","taxon",1494,NA,"2019-03-06T16:47:02.680Z","2019-03-06T16:47:02.680Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",24761,"Canosoma crassus","taxon",1494,NA,"2019-03-06T16:47:02.898Z","2019-03-06T16:47:02.898Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",24772,"Orthotomicus coelatus","taxon",1494,NA,"2019-03-06T16:47:03.279Z","2019-03-06T16:47:03.279Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",24781,"Linotaenia bidens","taxon",1494,NA,"2019-03-06T16:47:03.792Z","2019-03-06T16:47:03.792Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
