"","node_id","original_name","node_level","network_id","taxonomy_id","created_at","updated_at","taxonomy.id","taxonomy.name","taxonomy.ncbi","taxonomy.tsn","taxonomy.eol","taxonomy.bold","taxonomy.gbif","taxonomy.col","taxonomy.rank","taxonomy.created_at","taxonomy.updated_at","taxonomy"
"23",24904,"Chalcophora sp. larvae","taxon",1496,6091,"2019-03-06T16:47:52.716Z","2019-03-06T16:47:52.716Z",6091,"Chalcophora",1553386,808687,3221273,155545,NA,"6d8c1a3817ef8a1edb9ac1571b3e01bd","genus","2019-03-06T16:46:13.962Z","2019-06-14T15:27:17.270Z",NA
"24",24905,"Chrysobothris sp. larvae","taxon",1496,6092,"2019-03-06T16:47:52.742Z","2019-03-06T16:47:52.742Z",6092,"Chrysobothris",351526,188445,39669,155519,NA,"f9cbffa62526e9296adf562166699b4e","genus","2019-03-06T16:46:14.009Z","2019-06-14T15:27:17.328Z",NA
"25",24906,"Platypus flavicornis","taxon",1496,6093,"2019-03-06T16:47:52.767Z","2019-03-06T16:47:52.767Z",6093,"Platypus flavicornis",NA,620859,51858152,NA,5015131,"0e8e6e02bc48f6d1a9c32038802c76b6","species","2019-03-06T16:46:14.059Z","2019-06-14T15:27:17.378Z",NA
"26",24907,"Callidium antennatum larvae","taxon",1496,6094,"2019-03-06T16:47:52.792Z","2019-03-06T16:47:52.792Z",6094,"Callidium antennatum",NA,702552,2661711,727667,4889969,"728227e3ee6af9b6c97fb9cc3683900a","species","2019-03-06T16:46:14.118Z","2019-06-14T15:27:17.687Z",NA
"27",24908,"dead cerambycid","taxon",1496,6095,"2019-03-06T16:47:52.816Z","2019-03-06T16:47:52.816Z",6095,"Cerambycidae",34667,114497,357,1751,NA,"ea4b2805dce4b0c3d32c77d97c32b73a","family","2019-03-06T16:46:14.166Z","2019-06-14T15:27:17.740Z",NA
"28",24911,"Parcoblatta sp.","taxon",1496,5979,"2019-03-06T16:47:52.919Z","2019-03-06T16:47:52.919Z",5979,"Parcoblatta",37812,102418,63528,2323,NA,"7479d26ece158f402553ea406516a004","genus","2019-03-06T16:46:06.356Z","2019-06-14T15:27:12.121Z",NA
"29",24912,"heteropteran (undet.)","taxon",1496,6097,"2019-03-06T16:47:52.949Z","2019-03-06T16:47:52.949Z",6097,"Amauropelta heteroptera",1521196,614123,6099177,680797,NA,"0ddcf5610c66352858395f2497d76c56","species","2019-03-06T16:46:14.264Z","2019-06-14T15:27:17.798Z",NA
"30",24913,"Epiptera sp.","taxon",1496,6098,"2019-03-06T16:47:52.992Z","2019-03-06T16:47:52.992Z",6098,"Cixidia advena",1656758,NA,1010575,NA,NA,"fd2e4341c0241b9610b14801515ae06e","species","2019-03-06T16:46:14.319Z","2019-06-14T15:27:17.849Z",NA
"31",24916,"Saprinus sp.","taxon",1496,6101,"2019-03-06T16:47:53.096Z","2019-03-06T16:47:53.096Z",6101,"Saprinus",154170,114962,42801,237046,NA,"0a6d0bc2f745ffafae800220335fb9a9","genus","2019-03-06T16:46:14.464Z","2019-06-14T15:27:17.907Z",NA
"32",24917,"Platysoma parallelum","taxon",1496,6102,"2019-03-06T16:47:53.125Z","2019-03-06T16:47:53.125Z",6102,"Platysoma parallelum",NA,805590,1173586,489679,5996142,"a60728c81994642772c22241f344d3de","species","2019-03-06T16:46:14.513Z","2019-06-14T15:27:17.962Z",NA
"33",24918,"P. lecontei","taxon",1496,6024,"2019-03-06T16:47:53.150Z","2019-03-06T16:47:53.150Z",6024,"Platysoma leconti",NA,728715,538501,548575,4990291,"822ce364c3b96088bc4779ad0ee42507","species","2019-03-06T16:46:10.168Z","2019-06-14T15:27:14.281Z",NA
"34",24919,"Plegaderus sp.","taxon",1496,6103,"2019-03-06T16:47:53.175Z","2019-03-06T16:47:53.175Z",6103,"Plegaderus",154157,728613,67360,167765,NA,"b849b3341157d4e45dcda8ff15878383","genus","2019-03-06T16:46:14.560Z","2019-06-14T15:27:18.016Z",NA
"35",24921,"Thanasimus dubius","taxon",1496,6105,"2019-03-06T16:47:53.224Z","2019-03-06T16:47:53.224Z",6105,"Thanasimus dubius",314320,999217,10448689,24404,8197421,"bbf322dfebb2bf76d200d0c71aaebb21","species","2019-03-06T16:46:14.658Z","2019-06-14T15:27:18.070Z",NA
"36",24922,"Boros unicolor larvae","taxon",1496,6106,"2019-03-06T16:47:53.250Z","2019-03-06T16:47:53.250Z",6106,"Boros unicolor",NA,708340,1035617,669711,1045537,"e77c627020082b267a50f7230b740610","species","2019-03-06T16:46:14.709Z","2019-06-14T15:27:18.123Z",NA
"37",24923,"Alaus myops larvae","taxon",1496,6107,"2019-03-06T16:47:53.288Z","2019-03-06T16:47:53.288Z",6107,"Alaus myops",225337,NA,10448693,173125,6980183,NA,NA,"2019-03-06T16:46:14.765Z","2019-06-14T15:27:18.178Z",NA
"38",24924,"Ischiodontus sp. larvae","taxon",1496,6108,"2019-03-06T16:47:53.330Z","2019-03-06T16:47:53.330Z",6108,"Ischiodontus",1610157,NA,3265889,525591,NA,NA,NA,"2019-03-06T16:46:14.835Z","2019-06-14T15:27:18.228Z",NA
"39",24925,"Melanotus sp. larvae","taxon",1496,6109,"2019-03-06T16:47:53.370Z","2019-03-06T16:47:53.370Z",6109,"Melanotus",185570,107951,22026,638500,NA,"9bfe1d01bedb858388f3483f3d8aad29","genus","2019-03-06T16:46:14.893Z","2019-06-14T15:27:18.279Z",NA
"40",24927,"Drapites sp. larvae","taxon",1496,2380,"2019-03-06T16:47:53.429Z","2019-03-06T16:47:53.429Z",2380,"Coleoptera",7041,109216,345,413,NA,"464cd2b5f0f3e5742431b9cf84e04bde","order","2019-02-21T22:24:49.820Z","2019-06-14T15:22:07.882Z",NA
"41",24928,"Buprestis lineata larvae","taxon",1496,6111,"2019-03-06T16:47:53.455Z","2019-03-06T16:47:53.455Z",6111,"Sphenoptera gemmata",1029719,809114,3456141,155539,7383899,"0ec167d0d50dca4c1cdf148b1440596f","species","2019-03-06T16:46:14.989Z","2019-06-14T15:27:18.334Z",NA
"42",24929,"Buprestis sp. larvae","taxon",1496,6112,"2019-03-06T16:47:53.488Z","2019-03-06T16:47:53.488Z",6112,"Buprestis",440275,188443,13822741,155538,NA,"0839be0ef4455da23bf4538aca4e14bd","genus","2019-03-06T16:46:15.039Z","2019-06-14T15:27:18.389Z",NA
"43",24930,"Temnochila virescens","taxon",1496,6113,"2019-03-06T16:47:53.525Z","2019-03-06T16:47:53.525Z",6113,"Temnochila virescens",1205670,113851,1174643,NA,5007513,"f64b64d83654144d9e56a7015a50f747","species","2019-03-06T16:46:15.086Z","2019-06-14T15:27:18.444Z",NA
"44",24931,"Rhizophagus cylindricus","taxon",1496,6114,"2019-03-06T16:47:53.572Z","2019-03-06T16:47:53.572Z",6114,"Rhizophagus cylindricus",NA,1012320,19711751,NA,7351293,"ae95c89b139314620c37298a7a8c9783","species","2019-03-06T16:46:15.135Z","2019-06-14T15:27:18.498Z",NA
"45",24932,"Brontes dubius","taxon",1496,5974,"2019-03-06T16:47:53.600Z","2019-03-06T16:47:53.600Z",5974,"Uleiota dubius",484790,706092,1175054,751049,1043809,"6a86ffa5c69f402b06b11ccd22af0971","species","2019-03-06T16:46:06.048Z","2019-06-14T15:27:11.909Z",NA
"46",24933,"Mycetophagus pini","taxon",1496,6115,"2019-03-06T16:47:53.626Z","2019-03-06T16:47:53.626Z",6115,"Mycetophagus pini",NA,779867,19035149,NA,1045491,"1551df3d4338d5999d2de6ecdf5cd0c7","species","2019-03-06T16:46:15.185Z","2019-06-14T15:27:18.556Z",NA
"47",24934,"Colopterus semitectus","taxon",1496,6116,"2019-03-06T16:47:53.653Z","2019-03-06T16:47:53.653Z",6116,"Colopterus semitectus",NA,835803,19711758,727533,7981214,"e34b82f0a200634679c05600817d7a59","species","2019-03-06T16:46:15.231Z","2019-06-14T15:27:18.610Z",NA
"48",24935,"Stelidota geminata","taxon",1496,6117,"2019-03-06T16:47:53.682Z","2019-03-06T16:47:53.682Z",6117,"Stelidota geminata",1588472,114298,1175016,318440,1043978,"dce5f514f7f510aa885930b3b0aefd96","species","2019-03-06T16:46:15.279Z","2019-06-14T15:27:18.722Z",NA
"49",24936,"Bolitotherus cornutus","taxon",1496,6118,"2019-03-06T16:47:53.712Z","2019-03-06T16:47:53.712Z",6118,"Bolitotherus cornutus",683890,NA,2921675,211123,7633104,NA,NA,"2019-03-06T16:46:15.447Z","2019-06-14T15:27:18.776Z",NA
"50",24937,"Platydema flavipes","taxon",1496,6119,"2019-03-06T16:47:53.740Z","2019-03-06T16:47:53.740Z",6119,"Platydema flavipes",NA,NA,49922430,NA,9682610,NA,NA,"2019-03-06T16:46:15.584Z","2019-06-14T15:27:18.830Z",NA
"51",24938,"Stephanopachys rugosus larvae","taxon",1496,6120,"2019-03-06T16:47:53.768Z","2019-03-06T16:47:53.768Z",6120,"Stephanopachys rugosus",1531424,817373,13773270,665634,6005612,"41d4ac2881bad435e52eebe4b647b876","species","2019-03-06T16:46:15.792Z","2019-06-14T15:27:18.884Z",NA
"52",24939,"Asemum moestum larvae","taxon",1496,6121,"2019-03-06T16:47:53.798Z","2019-03-06T16:47:53.798Z",6121,"Asemum striatum",131590,702496,970267,155098,8196495,"91066269dbf96c4d02bf999dbf5e9212","species","2019-03-06T16:46:16.080Z","2019-06-14T15:27:18.937Z",NA
"53",24940,"Xylotrechus sagittatus larvae","taxon",1496,6122,"2019-03-06T16:47:53.825Z","2019-03-06T16:47:53.825Z",6122,"Xylotrechus sagittatus",1047187,703431,2661993,155322,4293103,"ddc371d1f595af3d34705e85e5eaac75","species","2019-03-06T16:46:16.247Z","2019-06-14T15:27:18.991Z",NA
"54",24941,"A. nodosus larvae","taxon",1496,6123,"2019-03-06T16:47:53.851Z","2019-03-06T16:47:53.851Z",6123,"Acanthocinus nodosus",NA,702402,355211,160761,8103340,"d061a255479fcb28616a2bf73db2ca21","species","2019-03-06T16:46:16.558Z","2019-06-14T15:27:19.050Z",NA
"55",24942,"Eupogonius tomentosus larvae","taxon",1496,6124,"2019-03-06T16:47:53.877Z","2019-03-06T16:47:53.877Z",6124,"Eupogonius tomentosus",NA,702760,354326,488588,1152002,"7c2adf7776f5374fee4c02a9a21c4a73","species","2019-03-06T16:46:16.729Z","2019-06-14T15:27:19.103Z",NA
"56",24943,"Rhyncolus sp.","taxon",1496,6125,"2019-03-06T16:47:53.900Z","2019-03-06T16:47:53.900Z",6125,"Rhyncolus",298202,188063,43399,460663,NA,"72563fcf239d1f6136ed44994127ba41","genus","2019-03-06T16:46:16.889Z","2019-06-14T15:27:19.158Z",NA
"57",24944,"Cossonus corticola","taxon",1496,6126,"2019-03-06T16:47:53.924Z","2019-03-06T16:47:53.924Z",6126,"Cossonus corticola",NA,617877,51516471,488080,1195812,"1a06755b89dfe5a3f0b972ee97e834c6","species","2019-03-06T16:46:17.041Z","2019-06-14T15:27:19.463Z",NA
"58",24946,"Hylobius pales larvae","taxon",1496,6128,"2019-03-06T16:47:54.000Z","2019-03-06T16:47:54.000Z",6128,"Hylobius pales",2339928,618167,49869255,163673,5021485,"908f50b266912e04fe384b3a252a18b3","species","2019-03-06T16:46:17.363Z","2019-06-14T15:27:19.516Z",NA
"59",24948,"Orussus sp. larvae","taxon",1496,6130,"2019-03-06T16:47:54.057Z","2019-03-06T16:47:54.057Z",6130,"Orussus",27529,NA,3833346,82637,NA,NA,NA,"2019-03-06T16:46:17.665Z","2019-06-14T15:27:19.571Z",NA
"60",24949,"Coeloides pissodis larvae","taxon",1496,6131,"2019-03-06T16:47:54.083Z","2019-03-06T16:47:54.083Z",6131,"Coeloides pissodis",NA,NA,3773471,NA,1254008,"a15e13d14f4ebc79e6531dae703c7ffc","species","2019-03-06T16:46:17.836Z","2019-06-14T15:27:19.623Z",NA
"61",24950,"Camponotus herculeanus","taxon",1496,5996,"2019-03-06T16:47:54.109Z","2019-03-06T16:47:54.109Z",5996,"Camponotus herculeanus",36169,575995,472751,9012,1312773,"0e08069e0ce4edf92fd30e2ff4902b4d","species","2019-03-06T16:46:07.193Z","2019-06-14T15:27:13.216Z",NA
"62",24951,"Leptinothorax curvispinosus","taxon",1496,5998,"2019-03-06T16:47:54.135Z","2019-03-06T16:47:54.135Z",5998,"Leptothorax curvispinosus",300111,579502,482737,NA,1323842,"08981502051b3e7a9eb7d79dba1b471d","species","2019-03-06T16:46:07.338Z","2019-06-14T15:27:13.325Z",NA
"63",24952,"Ponera coarctata","taxon",1496,5999,"2019-03-06T16:47:54.171Z","2019-03-06T16:47:54.171Z",5999,"Ponera coarctata",219805,583949,486046,97492,5035388,"641dcc79013337405313f7e3f6ed0f4a","species","2019-03-06T16:46:07.388Z","2019-06-14T15:27:13.378Z",NA
"64",24953,"Lasius umbratus","taxon",1496,6132,"2019-03-06T16:47:54.202Z","2019-03-06T16:47:54.202Z",6132,"Lasius umbratus",262031,577067,462362,15815,5035772,"2f8358dec5b672238ed5e8fa9db4000d","species","2019-03-06T16:46:17.980Z","2019-06-14T15:27:19.678Z",NA
"65",24954,"Parasitus sp","taxon",1496,6133,"2019-03-06T16:47:54.225Z","2019-03-06T16:47:54.225Z",6133,"Parasitus",708403,546902,4318295,645575,NA,"5cf116a99b7a8feba8d5f6a758576196","genus","2019-03-06T16:46:18.138Z","2019-06-14T15:27:19.736Z",NA
"66",24955,"Dendrolaelaps sp.","taxon",1496,5971,"2019-03-06T16:47:54.249Z","2019-03-06T16:47:54.249Z",5971,"Dendrolaelaps",704053,NA,3202502,645560,NA,NA,NA,"2019-03-06T16:46:05.905Z","2019-06-14T15:27:11.778Z",NA
"67",24956,"Pergamasus sp.","taxon",1496,5969,"2019-03-06T16:47:54.277Z","2019-03-06T16:47:54.277Z",5969,"Pergamasus",99228,NA,4318355,645562,NA,"72e98f095abd89aca60cbcbb967198f3","genus","2019-03-06T16:46:05.778Z","2019-06-14T15:27:11.669Z",NA
"68",24874,"fungi","taxon",1496,NA,"2019-03-06T16:47:50.756Z","2019-03-06T16:47:50.756Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",24957,"Geophilus varians","taxon",1496,6002,"2019-03-06T16:47:54.301Z","2019-03-06T16:47:54.301Z",6002,"Geophilus varians",NA,NA,52430806,NA,5179812,"8360826f62f04366cef5ca03bf0d27a6","species","2019-03-06T16:46:07.526Z","2019-06-14T15:27:13.486Z",NA
"70",24959,"Cryptops hyalina","taxon",1496,6068,"2019-03-06T16:47:54.361Z","2019-03-06T16:47:54.361Z",6068,"Cryptops leucopodus",2081518,NA,52223415,NA,5179182,"5f766959c581e7fa403a86acb83ce733","species","2019-03-06T16:46:12.674Z","2019-06-14T15:27:16.308Z",NA
"71",24960,"Bothropolys multidentatus","taxon",1496,6070,"2019-03-06T16:47:54.391Z","2019-03-06T16:47:54.391Z",6070,"Bothropolys multidentatus",118455,1087588,309368,NA,2230848,"2afde186162000514a5042e550f254de","species","2019-03-06T16:46:12.779Z","2019-06-14T15:27:16.477Z",NA
"72",24963,"Chelifer cancroides","taxon",1496,6136,"2019-03-06T16:47:54.474Z","2019-03-06T16:47:54.474Z",6136,"Chelifer cancroides",1453324,199287,1167672,267740,5167813,"638cfd6b931fd0641ccafa2d6b7d228f","species","2019-03-06T16:46:18.306Z","2019-06-14T15:27:19.792Z",NA
"73",24958,"Linotaenia bidens","taxon",1496,NA,"2019-03-06T16:47:54.326Z","2019-03-06T16:47:54.326Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",24910,"various larvae (unsp.)","taxon",1496,NA,"2019-03-06T16:47:52.878Z","2019-03-06T16:47:52.878Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",24878,"Orthotomicus coelatus","taxon",1496,NA,"2019-03-06T16:47:51.214Z","2019-03-06T16:47:51.214Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",24882,"D. tenebrans","taxon",1496,NA,"2019-03-06T16:47:51.696Z","2019-03-06T16:47:51.696Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",24883,"Entomobrya corticola","taxon",1496,NA,"2019-03-06T16:47:51.900Z","2019-03-06T16:47:51.900Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",24888,"Tomocera flavescens","taxon",1496,NA,"2019-03-06T16:47:52.233Z","2019-03-06T16:47:52.233Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",24891,"Xylophagus fasciatus larvae","taxon",1496,NA,"2019-03-06T16:47:52.324Z","2019-03-06T16:47:52.324Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",24893,"Theresia monohammi larvae","taxon",1496,NA,"2019-03-06T16:47:52.392Z","2019-03-06T16:47:52.392Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",24899,"Rhagium lineatum larvae","taxon",1496,NA,"2019-03-06T16:47:52.565Z","2019-03-06T16:47:52.565Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",24909,"Pissodes memorensis larvae","taxon",1496,NA,"2019-03-06T16:47:52.851Z","2019-03-06T16:47:52.851Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",24914,"Tachymenis flavicauda","taxon",1496,NA,"2019-03-06T16:47:53.028Z","2019-03-06T16:47:53.028Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",24915,"Erchomus ventriculus","taxon",1496,NA,"2019-03-06T16:47:53.061Z","2019-03-06T16:47:53.061Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",24920,"Cylistix cylindrica","taxon",1496,NA,"2019-03-06T16:47:53.200Z","2019-03-06T16:47:53.200Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",24926,"Elater verticinus","taxon",1496,NA,"2019-03-06T16:47:53.399Z","2019-03-06T16:47:53.399Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",24945,"Pachylobins picivorus larvae","taxon",1496,NA,"2019-03-06T16:47:53.974Z","2019-03-06T16:47:53.974Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",24947,"Sirex nigricornia larvae","taxon",1496,NA,"2019-03-06T16:47:54.028Z","2019-03-06T16:47:54.028Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",24961,"Chelanops oblongus","taxon",1496,NA,"2019-03-06T16:47:54.418Z","2019-03-06T16:47:54.418Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",24962,"C. virginnae","taxon",1496,NA,"2019-03-06T16:47:54.441Z","2019-03-06T16:47:54.441Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
