"","node_id","original_name","node_level","network_id","taxonomy_id","created_at","updated_at","taxonomy","taxonomy.id","taxonomy.name","taxonomy.ncbi","taxonomy.tsn","taxonomy.eol","taxonomy.bold","taxonomy.gbif","taxonomy.col","taxonomy.rank","taxonomy.created_at","taxonomy.updated_at"
"11",33029,"Bellis perennis","taxon",5013,8298,"2019-03-29T14:42:19.479Z","2019-03-29T14:42:19.479Z",NA,8298,"Bellis perennis",41492,36826,467843,288617,3117424,"94099f8435a6447eb72269a94c21e930","species","2019-03-28T20:28:11.331Z","2019-06-14T15:29:20.335Z"
"12",33030,"Centaurea jacea","taxon",5013,8299,"2019-03-29T14:42:19.528Z","2019-03-29T14:42:19.528Z",NA,8299,"Centaurea jacea",351340,36962,467797,121503,3128547,"bc7bc70d6c155885693a7225a24d2d50","species","2019-03-28T20:28:11.406Z","2019-06-14T15:29:20.388Z"
"13",33031,"Cirsium oleraceum","taxon",5013,8300,"2019-03-29T14:42:19.578Z","2019-03-29T14:42:19.578Z",NA,8300,"Cirsium oleraceum",297476,NA,6196877,459536,3113650,"8b8a710e7c5c0ea4f14098fbe338f759","species","2019-03-28T20:28:11.488Z","2019-06-14T15:29:20.438Z"
"14",33032,"Crepis biennis","taxon",5013,8301,"2019-03-29T14:42:19.637Z","2019-03-29T14:42:19.637Z",NA,8301,"Crepis biennis",122532,37180,578198,288719,5403531,"d906317f90efb8c5fc19c7113a2253c5","species","2019-03-28T20:28:11.562Z","2019-06-14T15:29:20.487Z"
"15",33033,"Leontodon autumnalis","taxon",5013,8302,"2019-03-29T14:42:19.699Z","2019-03-29T14:42:19.699Z",NA,8302,"Leontodon autumnalis",212686,37883,52374743,297916,8058115,"36917f67553275a2bbcb6b9f76110324","infraspecies","2019-03-28T20:28:11.643Z","2019-06-14T15:29:20.541Z"
"16",33034,"Leontodon hispidus","taxon",5013,8303,"2019-03-29T14:42:19.739Z","2019-03-29T14:42:19.739Z",NA,8303,"Leontodon hispidus",58660,37885,503435,288919,3137498,"14f5c5b4c42573bd69c47e9a9098cacd","species","2019-03-28T20:28:11.733Z","2019-06-14T15:29:20.597Z"
"17",33035,"Leucanthemum vulgare","taxon",5013,8304,"2019-03-29T14:42:19.786Z","2019-03-29T14:42:19.786Z",NA,8304,"Leucanthemum vulgare",99072,37903,482333,121266,8848598,"46dcf961af322f5afccbdbf1e8801917","species","2019-03-28T20:28:11.809Z","2019-06-14T15:29:20.645Z"
"18",33036,"Taraxacum officinale","taxon",5013,412,"2019-03-29T14:42:19.829Z","2019-03-29T14:42:19.829Z",NA,412,"Taraxacum officinale",50225,36213,52374704,121528,5394163,"797de4d6b145d6ca7e45e4ee98263539","species","2019-02-21T21:17:32.184Z","2019-06-14T15:20:54.974Z"
"19",33037,"Tragopogon pratensis","taxon",5013,8305,"2019-03-29T14:42:19.874Z","2019-03-29T14:42:19.874Z",NA,8305,"Tragopogon pratensis",41653,38569,503271,124539,5386897,"5d7f21af28b7ae15eea3bd9227670e16","species","2019-03-28T20:28:11.895Z","2019-06-14T15:29:20.694Z"
"20",33038,"Campanula patula","taxon",5013,8306,"2019-03-29T14:42:19.922Z","2019-03-29T14:42:19.922Z",NA,8306,"Campanula patula",440359,34490,577759,288648,5410564,"e3adb885e7562b55163e747ca2addef6","species","2019-03-28T20:28:11.976Z","2019-06-14T15:29:20.747Z"
"21",33039,"Cardamine pratensis","taxon",5013,8307,"2019-03-29T14:42:19.970Z","2019-03-29T14:42:19.970Z",NA,8307,"Cardamine pratensis",50465,22773,584067,257109,7972010,"3f1a279a4d345f5968b5e0a7c31beff8","species","2019-03-28T20:28:12.057Z","2019-06-14T15:29:20.797Z"
"22",33040,"Rumex acetosa","taxon",5013,8308,"2019-03-29T14:42:20.021Z","2019-03-29T14:42:20.021Z",NA,8308,"Rumex acetosa",41241,504901,485385,345240,2888951,"6b440777b8b35343d367b34c11a14ce2","species","2019-03-28T20:28:12.157Z","2019-06-14T15:29:20.846Z"
"23",33041,"Knautia arvensis","taxon",5013,8309,"2019-03-29T14:42:20.068Z","2019-03-29T14:42:20.068Z",NA,8309,"Knautia arvensis",105271,35408,467218,288900,2888808,"7ab32ce7cf9244ec65be8d6d437fd310","species","2019-03-28T20:28:12.231Z","2019-06-14T15:29:20.896Z"
"24",33042,"Primula veris","taxon",5013,8310,"2019-03-29T14:42:20.119Z","2019-03-29T14:42:20.119Z",NA,8310,"Primula veris",170927,24035,584034,345203,8377689,"7f04b2cf5a76d7b5f0d12ed18c9d580b","species","2019-03-28T20:28:12.318Z","2019-06-14T15:29:20.948Z"
"25",33043,"Lathyrus pratensis","taxon",5013,8311,"2019-03-29T14:42:20.167Z","2019-03-29T14:42:20.167Z",NA,8311,"Lathyrus pratensis",254779,25874,703180,288912,5356701,"3668026c6c8021bbf2dbeb747b3e9f8c","species","2019-03-28T20:28:12.399Z","2019-06-14T15:29:20.995Z"
"26",33044,"Lotus corniculatus","taxon",5013,2614,"2019-03-29T14:42:20.218Z","2019-03-29T14:42:20.218Z",NA,2614,"Lotus corniculatus",47247,26362,702889,121299,5357013,"b3671f4d36bff9e9e8daf8238ae02476","species","2019-02-22T00:24:21.562Z","2019-06-14T15:22:22.143Z"
"27",33045,"Medicago lupulina","taxon",5013,8312,"2019-03-29T14:42:20.289Z","2019-03-29T14:42:20.289Z",NA,8312,"Medicago lupulina",47085,503721,646897,121240,2965201,"fe768a2a83dc35004a840afd43b8671f","species","2019-03-28T20:28:12.489Z","2019-06-14T15:29:21.048Z"
"28",33046,"Medicago x","taxon",5013,8313,"2019-03-29T14:42:20.338Z","2019-03-29T14:42:20.338Z",NA,8313,"Medicago",3877,183622,27787,121239,NA,"acf72b2f6c969e1fbb52f5b221322618","genus","2019-03-28T20:28:12.577Z","2019-06-14T15:29:21.107Z"
"29",33047,"Onobrychis viciifolia","taxon",5013,8314,"2019-03-29T14:42:20.394Z","2019-03-29T14:42:20.394Z",NA,8314,"Onobrychis viciifolia",3882,26810,689248,482757,2972595,"96ec20ab4ce5e36df951d9e6e47f9f16","species","2019-03-28T20:28:12.662Z","2019-06-14T15:29:21.164Z"
"30",33048,"Trifolium campestre","taxon",5013,8315,"2019-03-29T14:42:20.444Z","2019-03-29T14:42:20.444Z",NA,8315,"Trifolium campestre",97015,26231,703392,345243,5359477,"0ae0b213d88da5ac2ff1d2fa0510ee69","species","2019-03-28T20:28:12.772Z","2019-06-14T15:29:21.215Z"
"31",33049,"Trifolium dubium","taxon",5013,8316,"2019-03-29T14:42:20.490Z","2019-03-29T14:42:20.490Z",NA,8316,"Trifolium dubium",97021,26205,703393,292081,5359429,"e4bae5a33a2e535b15e29ae4067ae595","species","2019-03-28T20:28:12.850Z","2019-06-14T15:29:21.273Z"
"32",33050,"Trifolium fragiferum","taxon",5013,8317,"2019-03-29T14:42:20.539Z","2019-03-29T14:42:20.539Z",NA,8317,"Trifolium fragiferum",97023,26251,703399,292082,5358935,"f74e146724a6cbb0ad95ca3024a4937c","species","2019-03-28T20:28:12.934Z","2019-06-14T15:29:21.333Z"
"33",33051,"Trifolium hybridum","taxon",5013,423,"2019-03-29T14:42:20.589Z","2019-03-29T14:42:20.589Z",NA,423,"Trifolium hybridum",74517,26261,703404,428349,6109535,"96ac6138b3f8626c3c208fb4a4cd39fe","species","2019-02-21T21:17:32.684Z","2019-06-14T15:20:55.622Z"
"34",33052,"Trifolium pratense","taxon",5013,424,"2019-03-29T14:42:20.639Z","2019-03-29T14:42:20.639Z",NA,424,"Trifolium pratense",57577,26313,703430,100968,8324121,"fd8a7cb8a695e8a62b250001d537950e","species","2019-02-21T21:17:32.730Z","2019-06-14T15:20:55.670Z"
"35",33053,"Trifolium repens","taxon",5013,426,"2019-03-29T14:42:20.693Z","2019-03-29T14:42:20.693Z",NA,426,"Trifolium repens",3899,26206,703436,100969,5358748,"a256342417b6d0a7f4d20d0489183b4b","species","2019-02-21T21:17:32.824Z","2019-06-14T15:20:55.780Z"
"36",33054,"Vicia cracca","taxon",5013,8318,"2019-03-29T14:42:20.768Z","2019-03-29T14:42:20.768Z",NA,8318,"Vicia cracca",3905,26335,704171,121321,2975287,"33591a27876ebb8bd505763fecfa88f3","species","2019-03-28T20:28:13.020Z","2019-06-14T15:29:21.398Z"
"37",33055,"Galium album","taxon",5013,8319,"2019-03-29T14:42:20.808Z","2019-03-29T14:42:20.808Z",NA,8319,"Galium album",29787,502708,1098651,437563,2913931,"150a65964c46eca5283dc6a2b08b6ada","species","2019-03-28T20:28:13.081Z","2019-06-14T15:29:21.448Z"
"38",33056,"Geranium pratense","taxon",5013,8320,"2019-03-29T14:42:20.847Z","2019-03-29T14:42:20.847Z",NA,8320,"Geranium pratense",487788,29114,47119774,288837,2891304,"2ad094d4c1dc667caaa294a17d32a27e","species","2019-03-28T20:28:13.162Z","2019-06-14T15:29:21.495Z"
"39",33057,"Ajuga reptans","taxon",5013,8321,"2019-03-29T14:42:20.896Z","2019-03-29T14:42:20.896Z",NA,8321,"Ajuga reptans",38596,32454,579637,345206,2927078,"ab3d9ecb8ccdb0d3ae6d1ef6ae335148","species","2019-03-28T20:28:13.251Z","2019-06-14T15:29:21.794Z"
"40",33058,"Glechoma hederacea","taxon",5013,8322,"2019-03-29T14:42:20.930Z","2019-03-29T14:42:20.930Z",NA,8322,"Glechoma hederacea",28509,502801,483313,121313,2926557,"98473b96c7ac32c2cfdc31d7b10d8445","species","2019-03-28T20:28:13.356Z","2019-06-14T15:29:21.856Z"
"41",33059,"Prunella vulgaris","taxon",5013,315,"2019-03-29T14:42:20.978Z","2019-03-29T14:42:20.978Z",NA,315,"Prunella vulgaris",39358,32381,579652,121353,5341297,"83c767c06fb87ede052bc20f87b4c2cc","species","2019-02-21T21:17:27.703Z","2019-06-14T15:20:50.131Z"
"42",33060,"Plantago lanceolata","taxon",5013,5183,"2019-03-29T14:42:21.025Z","2019-03-29T14:42:21.025Z",NA,5183,"Plantago lanceolata",39414,32874,579215,100945,8208358,"baaa56b5aec1af52c21d12045eae15c5","species","2019-02-26T20:49:09.092Z","2019-06-14T15:26:31.665Z"
"43",33061,"Plantago media","taxon",5013,8323,"2019-03-29T14:42:21.069Z","2019-03-29T14:42:21.069Z",NA,8323,"Plantago media",101992,32888,579222,292179,3189747,"2ab90b979304caac3629ab4386a9cfb1","species","2019-03-28T20:28:13.446Z","2019-06-14T15:29:21.905Z"
"44",33062,"Veronica chamaedrys","taxon",5013,8324,"2019-03-29T14:42:21.121Z","2019-03-29T14:42:21.121Z",NA,8324,"Veronica chamaedrys",165330,33414,578495,345241,7874883,"2b76492139a4000b2b36eb49a9a66403","species","2019-03-28T20:28:13.530Z","2019-06-14T15:29:21.957Z"
"45",33063,"Ranunculus acris","taxon",5013,8325,"2019-03-29T14:42:21.169Z","2019-03-29T14:42:21.169Z",NA,8325,"Ranunculus acris",3447,18583,473796,121284,3033363,"6beba197b9d4b20a4c3cfb9483f9428d","species","2019-03-28T20:28:13.636Z","2019-06-14T15:29:22.013Z"
"46",33064,"Ranunculus repens","taxon",5013,8326,"2019-03-29T14:42:21.219Z","2019-03-29T14:42:21.219Z",NA,8326,"Ranunculus repens",137665,18642,594867,125749,3033339,"2b14d7da24302a0ea52275ae01dee5dd","species","2019-03-28T20:28:13.712Z","2019-06-14T15:29:22.066Z"
"47",33065,"Sanguisorba officinalis","taxon",5013,7853,"2019-03-29T14:42:21.268Z","2019-03-29T14:42:21.268Z",NA,7853,"Sanguisorba officinalis",137457,25306,635264,345246,3029627,"2ee11632c8c9f035de4e5b501e46c117","species","2019-03-26T16:27:54.828Z","2019-06-14T15:28:57.156Z"
"48",33066,"Luzula campestris","taxon",5013,8327,"2019-03-29T14:42:21.321Z","2019-03-29T14:42:21.321Z",NA,8327,"Luzula campestris",218141,503590,627725,291806,2700828,"e3e3d0238635e544ea8283d6c64e0a09","species","2019-03-28T20:28:13.783Z","2019-06-14T15:29:22.380Z"
"49",33067,"Alopecurus pratensis","taxon",5013,8328,"2019-03-29T14:42:21.378Z","2019-03-29T14:42:21.378Z",NA,8328,"Alopecurus pratensis",15304,40438,47160959,121097,5290081,"0ff5491ccd0746c6818d4e96c559de17","species","2019-03-28T20:28:13.863Z","2019-06-14T15:29:22.440Z"
"50",33068,"Anthoxanthum odoratum","taxon",5013,8329,"2019-03-29T14:42:21.414Z","2019-03-29T14:42:21.414Z",NA,8329,"Anthoxanthum odoratum",29661,41395,1114147,120974,2705975,"3a6ff74a7cd9b5ac27c0734e2daafa1a","species","2019-03-28T20:28:13.939Z","2019-06-14T15:29:22.490Z"
"51",33069,"Arrhenatherum elatius","taxon",5013,8330,"2019-03-29T14:42:21.461Z","2019-03-29T14:42:21.461Z",NA,8330,"Arrhenatherum elatius",52139,41443,47160756,122410,2704505,"575ae48df1b00ef9c2d4a0824afdbfce","species","2019-03-28T20:28:14.022Z","2019-06-14T15:29:22.539Z"
"52",33070,"Avenula pubescens","taxon",5013,8331,"2019-03-29T14:42:21.507Z","2019-03-29T14:42:21.507Z",NA,8331,"Avenula pubescens",87471,509393,49910016,454715,2703793,"69f4c1edec33a5b5eead2aa17cf85d7e","species","2019-03-28T20:28:14.106Z","2019-06-14T15:29:22.591Z"
"53",33071,"Bromus erectus","taxon",5013,8332,"2019-03-29T14:42:21.561Z","2019-03-29T14:42:21.561Z",NA,8332,"Bromus erectus",29666,40483,1114216,434394,7647071,"5d4e63201088bb75af8d3da72e2089e7","species","2019-03-28T20:28:14.187Z","2019-06-14T15:29:22.649Z"
"54",33072,"Bromus hordeaceus","taxon",5013,8333,"2019-03-29T14:42:21.607Z","2019-03-29T14:42:21.607Z",NA,8333,"Bromus hordeaceus",52147,501070,1115299,120984,2703777,"1344d48c2f73160ddeada1c1dfd58455","species","2019-03-28T20:28:14.257Z","2019-06-14T15:29:22.713Z"
"55",33073,"Cynosurus cristatus","taxon",5013,8334,"2019-03-29T14:42:21.656Z","2019-03-29T14:42:21.656Z",NA,8334,"Cynosurus cristatus",211939,41624,1114875,122398,2704395,"abc3951dab05ae6160d69ab2de3a1372","species","2019-03-28T20:28:14.361Z","2019-06-14T15:29:22.765Z"
"56",33074,"Dactylis glomerata","taxon",5013,8335,"2019-03-29T14:42:21.694Z","2019-03-29T14:42:21.694Z",NA,8335,"Dactylis glomerata",4509,193446,47160680,121065,2705308,"e51aa8e6212f527748c47116630ee9e5","species","2019-03-28T20:28:14.436Z","2019-06-14T15:29:22.817Z"
"57",33075,"Festuca pratensis","taxon",5013,8336,"2019-03-29T14:42:21.750Z","2019-03-29T14:42:21.750Z",NA,8336,"Festuca ovina",98750,40804,1114410,288800,NA,"0ee66146cce1424cb66c6dfa9ec3cda8","species","2019-03-28T20:28:14.537Z","2019-06-14T15:29:22.872Z"
"58",33076,"Festuca rubra","taxon",5013,8337,"2019-03-29T14:42:21.805Z","2019-03-29T14:42:21.805Z",NA,8337,"Festuca rubra",52153,40796,1114407,121017,2704922,"c763f20b9536095d200acf65809475bf","species","2019-03-28T20:28:14.620Z","2019-06-14T15:29:22.920Z"
"59",33077,"Holcus lanatus","taxon",5013,8338,"2019-03-29T14:42:21.851Z","2019-03-29T14:42:21.851Z",NA,8338,"Holcus lanatus",29679,41773,1114971,120979,2706164,"32accd340873570aa181aef3458bcb67","species","2019-03-28T20:28:14.710Z","2019-06-14T15:29:23.009Z"
"60",33078,"Phleum pratense","taxon",5013,8339,"2019-03-29T14:42:21.900Z","2019-03-29T14:42:21.900Z",NA,8339,"Phleum pratense",15957,41062,1114570,121043,9014945,"295d53dbf3e2d0e491e43089c5f6b5ea","species","2019-03-28T20:28:14.781Z","2019-06-14T15:29:23.064Z"
"61",33079,"Poa pratensis","taxon",5013,293,"2019-03-29T14:42:21.960Z","2019-03-29T14:42:21.960Z",NA,293,"Poa pratensis",4545,41088,1114583,121297,2704178,"dd3d649fc0104c262e0d4719d0083e4b","species","2019-02-21T21:17:26.680Z","2019-06-14T15:20:49.080Z"
"62",33080,"Poa trivialis","taxon",5013,8340,"2019-03-29T14:42:22.007Z","2019-03-29T14:42:22.007Z",NA,8340,"Poa trivialis",89684,41163,1114619,122454,8300875,"3d2ccccb1380b4ebf3ed004f15882adc","species","2019-03-28T20:28:14.860Z","2019-06-14T15:29:23.113Z"
"63",33081,"Trisetum flavescens","taxon",5013,8341,"2019-03-29T14:42:22.055Z","2019-03-29T14:42:22.055Z",NA,8341,"Trisetum flavescens",87477,41304,1114713,292093,2704389,"f40160ec41d4304fc7bf80a87513d663","species","2019-03-28T20:28:14.932Z","2019-06-14T15:29:23.162Z"
"64",33083,"algae","taxon",5013,4309,"2019-03-29T14:42:22.156Z","2019-03-29T14:42:22.156Z",NA,4309,"Archanara algae",131213,9417,522707,22849,NA,"f78d2ff8715be72fd77608d38b07cf32","species","2019-02-23T14:12:12.304Z","2019-06-14T15:25:43.663Z"
"65",33084,"litter","taxon",5013,8342,"2019-03-29T14:42:22.202Z","2019-03-29T14:42:22.202Z",NA,8342,"Carlia longipes",124109,80138,1056979,783261,NA,"be0bc2b565d78b6f8ac8d9478652b876","species","2019-03-28T20:28:15.007Z","2019-06-14T15:29:23.212Z"
"66",33085,"moss","taxon",5013,8343,"2019-03-29T14:42:22.237Z","2019-03-29T14:42:22.237Z",NA,8343,"Aplexa hypnorum",271031,76696,452897,171908,NA,"35910cb41b49521d9afd11ec5e826c5a","species","2019-03-28T20:28:15.105Z","2019-06-14T15:29:23.262Z"
"67",33086,"Armadillidium vulgare","taxon",5013,8344,"2019-03-29T14:42:22.269Z","2019-03-29T14:42:22.269Z",NA,8344,"Armadillidium vulgare",13347,93250,1021952,9668,2203611,"d2e5a6aeaf859b07ad02787e41c32dca","species","2019-03-28T20:28:15.179Z","2019-06-14T15:29:23.332Z"
"68",33087,"Oniscus asellus","taxon",5013,8345,"2019-03-29T14:42:22.309Z","2019-03-29T14:42:22.309Z",NA,8345,"Oniscus asellus",96861,206379,340661,251434,5176315,"f4768bfb65075d70d4758e54c2572031","species","2019-03-28T20:28:15.257Z","2019-06-14T15:29:23.387Z"
"69",33089,"Philoscia muscorum","taxon",5013,8347,"2019-03-29T14:42:22.382Z","2019-03-29T14:42:22.382Z",NA,8347,"Philoscia muscorum",115148,206377,343118,251436,2209507,"5911473c873d0fd919868b9c06f8ea96","species","2019-03-28T20:28:15.438Z","2019-06-14T15:29:23.450Z"
"70",33090,"Porcellio scaber","taxon",5013,8348,"2019-03-29T14:42:22.420Z","2019-03-29T14:42:22.420Z",NA,8348,"Porcellio scaber",64697,93269,128536,106458,6284337,"f7f2e3aa63418de280d2441a2f50a353","species","2019-03-28T20:28:15.522Z","2019-06-14T15:29:23.507Z"
"71",33091,"Trachelipus rathkii","taxon",5013,8349,"2019-03-29T14:42:22.468Z","2019-03-29T14:42:22.468Z",NA,8349,"Trachelipus rathkii",1720764,684736,320339,376085,2209087,"46921d65ec0a47e2417214862f025f7e","species","2019-03-28T20:28:15.612Z","2019-06-14T15:29:23.567Z"
"72",33092,"Stenobothrus lineatus","taxon",5013,8350,"2019-03-29T14:42:22.513Z","2019-03-29T14:42:22.513Z",NA,8350,"Stenobothrus lineatus",355390,NA,494994,105564,1710962,"caa7767d41ee7bbf3626b605d45bb461","species","2019-03-28T20:28:15.693Z","2019-06-14T15:29:23.622Z"
"73",33093,"Tetrix subulata","taxon",5013,8351,"2019-03-29T14:42:22.576Z","2019-03-29T14:42:22.576Z",NA,8351,"Tetrix subulata",288127,658916,865024,208618,1681124,"6cddb904f26dfbd0d95fa107cb041c93","species","2019-03-28T20:28:15.776Z","2019-06-14T15:29:23.673Z"
"74",33094,"Tetrix tenuicornis","taxon",5013,8352,"2019-03-29T14:42:22.627Z","2019-03-29T14:42:22.627Z",NA,8352,"Tetrix tenuicornis",215059,NA,865025,261074,1681181,"4d5cdb39cf16b1836fc8210b7b51d6d8","species","2019-03-28T20:28:15.866Z","2019-06-14T15:29:23.722Z"
"75",33095,"Himacerus major","taxon",5013,8353,"2019-03-29T14:42:22.683Z","2019-03-29T14:42:22.683Z",NA,8353,"Anaptus major",1655851,107090,610182,646750,2021018,"75bb5fefd7cf4b928de201508c91a1d7","species","2019-03-28T20:28:15.997Z","2019-06-14T15:29:23.772Z"
"76",33096,"Himacerus mirmicoides","taxon",5013,8354,"2019-03-29T14:42:22.731Z","2019-03-29T14:42:22.731Z",NA,8354,"Himacerus mirmicoides",347979,NA,2942381,380442,4487069,NA,NA,"2019-03-28T20:28:16.092Z","2019-06-14T15:29:23.822Z"
"77",33097,"Nabis ","taxon",5013,8355,"2019-03-29T14:42:22.789Z","2019-03-29T14:42:22.789Z",NA,8355,"Nabis ",58007,107121,13350906,NA,NA,NA,NA,"2019-03-28T20:28:16.165Z","2019-03-28T20:28:16.165Z"
"78",33098,"Nabis brevis","taxon",5013,8356,"2019-03-29T14:42:22.827Z","2019-03-29T14:42:22.827Z",NA,8356,"Nabis brevis",347967,NA,3688763,380435,4487089,NA,NA,"2019-03-28T20:28:16.245Z","2019-06-14T15:29:23.920Z"
"79",33099,"Nabis ferus","taxon",5013,8357,"2019-03-29T14:42:22.881Z","2019-03-29T14:42:22.881Z",NA,8357,"Nabis ferus",347965,107116,612034,365864,2021010,"3d70660c18ed1b11e8c3b2dd57380419","species","2019-03-28T20:28:16.321Z","2019-06-14T15:29:23.982Z"
"80",33100,"Nabis pseudoferus","taxon",5013,8358,"2019-03-29T14:42:22.922Z","2019-03-29T14:42:22.922Z",NA,8358,"Nabis pseudoferus",1545376,NA,3688767,365856,4487083,NA,NA,"2019-03-28T20:28:16.424Z","2019-06-14T15:29:24.047Z"
"81",33101,"Piezodorus lituratus","taxon",5013,8359,"2019-03-29T14:42:22.973Z","2019-03-29T14:42:22.973Z",NA,8359,"Piezodorus lituratus",305495,108950,608265,169662,2078821,"0b1806245e111faba39beb9d4d35203f","species","2019-03-28T20:28:16.498Z","2019-06-14T15:29:24.110Z"
"82",33102,"Rhyparochromus pini","taxon",5013,8360,"2019-03-29T14:42:23.024Z","2019-03-29T14:42:23.024Z",NA,8360,"Rhyparochromus pini",1511251,NA,3692372,375417,5758859,"b6efcfec85177968bedd3dfefe64508f","infraspecies","2019-03-28T20:28:16.575Z","2019-06-14T15:29:24.167Z"
"83",33103,"Rhyparochromus vulgaris","taxon",5013,8361,"2019-03-29T14:42:23.071Z","2019-03-29T14:42:23.071Z",NA,8361,"Raglius vulgaris",537469,718480,46909359,380448,8994559,"65148f9cdd4783e9943cf2d561655f0d","species","2019-03-28T20:28:16.650Z","2019-06-14T15:29:24.227Z"
"84",33104,"Trogulus closanicus","taxon",5013,8362,"2019-03-29T14:42:23.127Z","2019-03-29T14:42:23.127Z",NA,8362,"Trogulus closanicus",591963,NA,3186950,361443,6906631,NA,NA,"2019-03-28T20:28:16.731Z","2019-06-14T15:29:24.279Z"
"85",33105,"Coelotes terrestris","taxon",5013,8363,"2019-03-29T14:42:23.164Z","2019-03-29T14:42:23.164Z",NA,8363,"Coelotes terrestris",94022,876993,1201708,83004,2141379,"d798fe8bd070c9100bd5cc258580f592","species","2019-03-28T20:28:16.816Z","2019-06-14T15:29:24.336Z"
"86",33106,"Larinioides cornutus","taxon",5013,8364,"2019-03-29T14:42:23.206Z","2019-03-29T14:42:23.206Z",NA,8364,"Larinioides cornutus",336591,859034,1195528,9053,2159204,"4f3674c0b4a905eceb57fcd02c06b0b6","species","2019-03-28T20:28:16.888Z","2019-06-14T15:29:24.392Z"
"87",33107,"Haplodrassus signifer","taxon",5013,8365,"2019-03-29T14:42:23.250Z","2019-03-29T14:42:23.250Z",NA,8365,"Haplodrassus signifer",1107785,185733,1205939,235584,2133637,"8fc1dce74d2cbe3aa9674faf239cfba9","species","2019-03-28T20:28:16.962Z","2019-06-14T15:29:24.446Z"
"88",33108,"Zelotes latreillei","taxon",5013,8366,"2019-03-29T14:42:23.300Z","2019-03-29T14:42:23.300Z",NA,8366,"Zelotes latreillei",1872022,892739,1206799,286963,2132469,"66d1e28bd5adf905b462c8eab86611ce","species","2019-03-28T20:28:17.031Z","2019-06-14T15:29:24.499Z"
"89",33109,"Alopecosa cuneata","taxon",5013,8367,"2019-03-29T14:42:23.342Z","2019-03-29T14:42:23.342Z",NA,8367,"Alopecosa cuneata",75002,850332,1196539,24302,2147434,"b5ff48fcdf1daa6965346c4a97f77f61","species","2019-03-28T20:28:17.111Z","2019-06-14T15:29:24.556Z"
